country,theme,level,dataset name,item,title,description
ERI,PS,cod-standard,cod-ps-eri,resource,eri_adm2_pop_2001_v2.csv,"Eritrea level 2 (dostrict) 2001 population statistics including  number of individuals, number of households, number of administrative villages, and number of villages."
SLE,PS,cod-standard,cod-ps-sle,dataset,Sierra Leone - Subnational Population Statistics,"Sierra Leone administrative levels 0 (country), 1 (province), 2 (district), and 3 (chiefdom) sex-disaggregated population statistics

REFERENCE YEAR:  2020 projections

Endorsed by the Information Management Working Group, March 2018.

These CSV tables are suitable for database or GIS linkage to the [https://data.humdata.org/dataset/cod-ab-sle](https://data.humdata.org/dataset/cod-ab-sle) administrative level 0-3 shapefiles and geodatabase features.
"
SLE,PS,cod-standard,cod-ps-sle,resource,SLE_AdminBoundaries_TabularData.xlsx,"Sierra Leone administrative levels 0 (country), 1 (province), 2 (district), 3 (chiefdom), and 4 (locality) gazetteer"
SLE,PS,cod-standard,cod-ps-sle,resource,sle_population_statistics_sierraleone_2020.xlsx,"Sierra Leone administrative levels 0 (country), 1 (province), 2 (district), and 3 (chiefdom) sex-disaggregated population statistics"
SLE,PS,cod-standard,cod-ps-sle,resource,sle_admpop_adm0_2020_v2.csv,Sierra Leone administrative level 0 (country) sex-disaggregated population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,sle_admpop_adm1_2020_v2.csv,Sierra Leone administrative level 1 (province) sex-disaggregated population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,sle_adm2_population_v2.csv,Sierra Leone administrative level 2 (district) sex-disaggregated population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,sle_admpop_adm3_2020_v2.csv,Sierra Leone administrative level 3 (chiefdom) sex-disaggregated population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,SLE admin 0 population,Sierra Leone administrative level 0 2020 population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,SLE admin 1 population,Sierra Leone administrative level 1 2020 population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,SLE admin 2 population,Sierra Leone administrative level 2 2020 population statistics
SLE,PS,cod-standard,cod-ps-sle,resource,SLE admin 3 population,Sierra Leone administrative level 3 2020 population statistics
PRI,AB,cod-standard,cod-ab-pri,dataset,Puerto Rico - Subnational Administrative Boundaries,"Puerto Rico administrative level 0 (territory) and 1 (municipio) boundaries.

These boundaries are suitable for database or GIS linkage to the [Puerto Rico administrative level 0-1 SADD population statistics](https://data.humdata.org/dataset/cod-ps-pri) tables."
PRI,AB,cod-standard,cod-ab-pri,resource,pri_adm_2019.xlsx,Puerto Rico administrative level 0 (territory) and 1 (municipal) gazetteer
PRI,AB,cod-standard,cod-ab-pri,resource,pri_adm_2019_SHP.zip,Puerto Rico administrative level 0 (territory) and 1 (municipal) boundary shapefiles
PRI,AB,cod-standard,cod-ab-pri,resource,pri_adm_2019_EMF.zip,Puerto Rico administrative level 0 (territory) and 1 (municipal) boundary EMF files
PRI,AB,cod-standard,cod-ab-pri,resource,pri_adm_gdb.zip,Puerto Rico administrative level 0 (territory) and 1 (municipal) geodatabase
ATG,AB,cod-standard,cod-ab-atg,dataset,Antigua and Barbuda - Subnational Administrative Boundaries,"www.gadm.org
"
ATG,AB,cod-standard,cod-ab-atg,resource,atg_admpop_2023.xlsx,"Antigua and Barbuda administrative level 0 (country) and 1 (parish, dependency) gazetteer"
ATG,AB,cod-standard,cod-ab-atg,resource,atg_adm_2019_SHP.zip,"Antigua and Barbuda administrative level 0 (country) and 1 (parish, dependency) boundary shapefiles"
ATG,AB,cod-standard,cod-ab-atg,resource,atg_adm_2019_EMF.zip,"Antigua and Barbuda administrative level 0 (country) and 1 (parish, dependency) EMF files"
ATG,AB,cod-standard,cod-ab-atg,resource,atg_adm_2019.gdb.zip,"Antigua and Barbuda administrative level 0 (country) and 1 (parish, dependency) geodatabase"
BRB,AB,cod-standard,cod-ab-brb,dataset,Barbados - Subnational Administrative Boundaries,"""Barbados administrative level 0-1 boundaries (COD-AB) dataset.

NOTE:  COD-AB P-codes created by OCHA and are not official.

This COD-AB was most recently reviewed for accuracy and necessary changes 8 month(s) ago.  The determination was that:   The COD-AB does not require any update.

Sourced from GADM database of Global Administrative Areas (www.gadm.org).

Live geoservices are available for this COD-AB.  Please see [COD_External](https://codgis.itos.uga.edu/arcgis/rest/services/COD_External).  (For any earlier versions please see [here](https://codgis.itos.uga.edu/arcgis/rest/services/V00_0), [here](https://codgis.itos.uga.edu/arcgis/rest/services/V1_00), and [here](https://codgis.itos.uga.edu/arcgis/rest/services/V2_00).)  Vetting, configuration, and geoservices provision by Information Technology Outreach Services (ITOS) with funding from USAID.

This COD-AB is suitable for database or GIS linkage to the Barbados [COD-PS](https://data.humdata.org/dataset/cod-ps-brb).

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.)
Please see the [COD Portal](https://cod.unocha.org/).
Administrative level 1 contains 11 feature(s)."""
BRB,AB,cod-standard,cod-ab-brb,resource,brb_adm_gz.xlsx,Barbados administrative level 0 (national) and 1 (parish) gazetteer
BRB,AB,cod-standard,cod-ab-brb,resource,brb_adm_2019_shp.zip,"Barbados administrative level 0 (national) and 1 (parish) boundary shapefiles
Projected to WGS84"
BRB,AB,cod-standard,cod-ab-brb,resource,brb_adm_2019_EMF.zip,Barbados administrative level 0 (country) and 1 (parish) boundary EMF files
BRB,AB,cod-standard,cod-ab-brb,resource,brb_adm_2019.gdb.zip,"Barbados administrative level 0 (national) and 1 (parish) boundary geodatabase
Projected to WGS84"
CUB,AB,cod-standard,cod-ab-cub,dataset,Cuba - Subnational Administrative Boundaries,"Acquired from www.gadm.org.  Configured and adjusted to conform to COD-PS by OCHA

These boundaries are suitable for database or GIS linkage to the [Cuba - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-cub) tables."
CUB,AB,cod-standard,cod-ab-cub,resource,cub_adm_gazetteer.xlsx,"Cuba administrative level 0 (country), 1 (province), and 2 (municipio) gazetteer"
CUB,AB,cod-standard,cod-ab-cub,resource,cub_adma_2019_SHP.zip,"Cuba administrative level 0 (country), 1 (province), and 2 (municipio) boundary shapefiles"
CUB,AB,cod-standard,cod-ab-cub,resource,cub_adm_2019_EMF.zip,"Cuba administrative level 0 (country), 1 (province), and 2 (municipio) boundary EMF files"
CUB,AB,cod-standard,cod-ab-cub,resource,cub_adm_2019.gdb.zip,"Cuba administrative level 0 (country), 1 (province), and 2 (municipio) boundary geodatabase"
DMA,AB,cod-standard,cod-ab-dma,dataset,Dominica - Subnational Administrative Boundaries,"(Source to be clarified.)

REVISION HISTORY
18 July 2019:
Topology corrections

27 September 2017:
Initial upload"
DMA,AB,cod-standard,cod-ab-dma,resource,dma_admgz_2019.xls,Dominica administrative level 0-1 gazetteer
DMA,AB,cod-standard,cod-ab-dma,resource,dma_admn_adm0_py_s1_dominode_v2.zip,Dominica administrative level 0 (national) boundaries.
DMA,AB,cod-standard,cod-ab-dma,resource,dma_admn_adm1_py_s1_dominode.zip,"Dominica administrative level 1 (parish) boundaries.
"
DMA,AB,cod-standard,cod-ab-dma,resource,dma_admbndl_ALL_py_s1_dominode.zip,Dominica administrative level 0 and 1 lines
DMA,AB,cod-standard,cod-ab-dma,resource,dma_admn_py_s1_dominode_v2_EMF.zip,Dominica administrative level 0-1 boundary EMF files
GLP,AB,cod-standard,cod-ab-glp,dataset,Guadeloupe - Subnational Administrative Boundaries,"Version history:

10 December
P-codes added.  EMF files added.


30 August 2019
Administrative level 1 file replaced.  Previous file may have been corrupted.
Boundary lines added.

7 September 2017
Initial upload"
GLP,AB,cod-standard,cod-ab-glp,resource,glp_adm_2019.xlsx,"Guadeloupe administrative level 0 (department), 1 (arrondissement), and 2 (canton) gazetteer"
GLP,AB,cod-standard,cod-ab-glp,resource,glp_adm_2019_SHP.zip,"Guadeloupe administrative level 0 (department), 1 (arrondissement), and 2 (canton) shapefiles"
GLP,AB,cod-standard,cod-ab-glp,resource,glp_adm_2019_EMF.zip,"Guadeloupe administrative level 0 (department), 1 (arrondissement), and 2 (canton) EMF files"
GLP,AB,cod-standard,cod-ab-glp,resource,glp_adm_2019.gdb.zip,"Guadeloupe administrative level 0 (department), 1 (arrondissement), and 2 (canton) geodatabase"
ABW,AB,cod-standard,cod-ab-abw,dataset,Aruba - Subnational Administrative Boundaries,"""Aruba administrative level 0 boundaries (COD-AB) dataset.

This COD-AB was most recently reviewed for accuracy and necessary changes 3 month(s) ago.  The determination was:  The COD-AB does not require any update.

Sourced from www.gadm.org.

Live geoservices are not yet available for this COD-AB.

This COD-AB is suitable for database or GIS linkage to the Aruba COD-PS table(s) using the XX_PCODE, field(s).

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.

These boundaries are suitable for database or GIS linkage to the [Aruba - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-abw) tables.
Please see COD Portal:  https://cod.unocha.org/"""
ABW,AB,cod-standard,cod-ab-abw,resource,abw_admbnda_adm0_2020.zip,Aruba administrative level 0 boundary shapefile
ABW,AB,cod-standard,cod-ab-abw,resource,abw_admbnda_adm0_2020.emf,Aruba administrative level 0 boundary EMF file
AIA,AB,cod-standard,cod-ab-aia,dataset,Anguilla - Subnational Administrative Boundaries,"Anguilla administrative level 0 (national) boundary.

"
AIA,AB,cod-standard,cod-ab-aia,resource,AIA_adm0.zip,Anguilla administrative level 0 boundary shapefile
AIA,AB,cod-standard,cod-ab-aia,resource,gadm36_AIA_0.emf,Anguilla administrative level 0 boundary EMF file
TTO,AB,cod-standard,cod-ab-tto,dataset,Trinidad and Tobago - Subnational Administrative Boundaries,"""Trinidad and Tobago administrative level 0-1 boundaries (COD-AB) dataset.

NOTE:  See COD-PS caveats about Tobago parish treatment.

This COD-AB was most recently reviewed for accuracy and necessary changes 8 month(s) ago.  The determination was that:   The COD-AB does not require any update.

Sourced from www.gadm.org.

Live geoservices are available for this COD-AB.  Please see [COD_External](https://codgis.itos.uga.edu/arcgis/rest/services/COD_External).  (For any earlier versions please see [here](https://codgis.itos.uga.edu/arcgis/rest/services/V00_0), [here](https://codgis.itos.uga.edu/arcgis/rest/services/V1_00), and [here](https://codgis.itos.uga.edu/arcgis/rest/services/V2_00).)  Vetting, configuration, and geoservices provision by Information Technology Outreach Services (ITOS) with funding from USAID.

This COD-AB is suitable for database or GIS linkage to the Trinidad and Tobago [COD-PS](https://data.humdata.org/dataset/cod-ps-tto).

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.)
Please see the [COD Portal](https://cod.unocha.org/).
Administrative level 1 contains 15 feature(s)."""
TTO,AB,cod-standard,cod-ab-tto,resource,tto_adm_gazetteer_v2.xls,Trinidad and Tobago administrative level 0 (national) and 1 (region and municipality) gazetteer
TTO,AB,cod-standard,cod-ab-tto,resource,TTO_adm0.zip,Trinidad and Tobago administrative level 0 (national) boundaries polygon SHAPEFILE - see caveats
TTO,AB,cod-standard,cod-ab-tto,resource,tto_adm1_v2.zip,Trinidad and Tobago administrative level 1 (region and municipality) boundary polygon SHAPEFILE
TTO,AB,cod-standard,cod-ab-tto,resource,tto_adm_lines_v2.zip,Trinidad and Tobago administrative level 0 (national) and 1 (region and municipality) boundary line SHAPEFILE
TTO,AB,cod-standard,cod-ab-tto,resource,tto_adm_EMF.zip,Trinidad and Tobago administrative level 0-1 boundary EMF file
BLM,AB,cod-standard,cod-ab-blm,dataset,Saint Barthélemy - Subnational Administrative Boundaries,"Saint Barthélemy - Subnational Administrative Boundaries

[Saint Barthélemy is an administrative level 1 unit of France.]"
BLM,AB,cod-standard,cod-ab-blm,resource,BLM_adm0.zip,Saint Barthélemy administrative level 0 shapefile
BLM,AB,cod-standard,cod-ab-blm,resource,BLM_adm0.emf,Saint Barthélemy administrative level 0 EMF file
CUW,AB,cod-standard,cod-ab-cuw,dataset,Curaçao - Subnational Administrative Boundaries,"Curaçao administrative level 0 (national) boundary.

VERSION HISTORY
16 December 2019
Location reassigned from 'Netherlands' to 'Curaçao'.  Gazetteer added."
CUW,AB,cod-standard,cod-ab-cuw,resource,CUW_adm0.zip,Curaçao administrative level 0 shapefile.
CUW,AB,cod-standard,cod-ab-cuw,resource,cuw_gz.xlsx,Curaçao administrative level 0-1 gazetteer
CUW,AB,cod-standard,cod-ab-cuw,resource,gadm36_CUW_0.emf,Curaçao administrative level 0 EMF boundary file
CYM,AB,cod-standard,cod-ab-cym,dataset,Cayman Islands - Subnational Administrative Boundaries,"Cayman Islands administrative level 0 (nation) and 1 (district) boundaries.

REFERENCE YEAR:  2020

VERSION HISTORY

24 March 2020:   P-coding and administrative structure revision

11 November 2019:   initial upload


These boundaries are suitable for database or GIS linkage to the [Cayman Islands administrative level 0-1 population statistics](https://data.humdata.org/dataset/cod-ps-cym) tables."
CYM,AB,cod-standard,cod-ab-cym,resource,cym_admgz_2020.xlsx,Cayman Islands administrative level 0 (nation) and 1 (district) gazetteer
CYM,AB,cod-standard,cod-ab-cym,resource,cym_adm_2020_SHP.zip,Cayman Islands administrative level 0 (nation) and 1 (district) boundary shapefiles
CYM,AB,cod-standard,cod-ab-cym,resource,cym_adm_2020_EMF.zip,Cayman Islands administrative level 0 (nation) and 1 (district) boundary EMF files
CYM,AB,cod-standard,cod-ab-cym,resource,cym_adm_2020.gdb.zip,Cayman Islands administrative level 0 (nation) and 1 (district) boundary geodatabase
KNA,AB,cod-standard,cod-ab-kna,dataset,Saint Kitts and Nevis - Subnational Administrative Boundaries,"Saint Kitts and Nevis administrative level 0 (nation) and 1 (parish) boundaries

These boundaries are suitable for database or GIS linkage to the [Saint Kitts and Nevis administrative level 0-1 population statistics](https://data.humdata.org/dataset/cod-ps-kna) tables."
KNA,AB,cod-standard,cod-ab-kna,resource,kna_admgz_2020.xlsx,Saint Kitts and Nevis administrative level 0 (country) and 1 (parish) boundary gazetteer
KNA,AB,cod-standard,cod-ab-kna,resource,kna_adm_2020_SHP.zip,Saint Kitts and Nevis administrative level 0 (country) and 1 (parish) boundary zipped shapefiles
KNA,AB,cod-standard,cod-ab-kna,resource,kna_adm_2020_EMF.zip,Saint Kitts and Nevis administrative level 0 (country) and 1 (parish) boundary EMF files
KNA,AB,cod-standard,cod-ab-kna,resource,kna_adm_2020.gdb.zip,Saint Kitts and Nevis administrative level 0 (country) and 1 (parish) boundary zipped geodatabase
LCA,AB,cod-standard,cod-ab-lca,dataset,Saint Lucia - Subnational Administrative Boundaries,"""Saint Lucia administrative level 0-2 boundaries (COD-AB) dataset.

This COD-AB was most recently reviewed for accuracy and necessary changes 8 month(s) ago.  The determination was that:   The COD-AB does not require any update.

Sourced from Department of Physical Planning.

Live geoservices are available for this COD-AB.  Please see [COD_External](https://codgis.itos.uga.edu/arcgis/rest/services/COD_External).  (For any earlier versions please see [here](https://codgis.itos.uga.edu/arcgis/rest/services/V00_0), [here](https://codgis.itos.uga.edu/arcgis/rest/services/V1_00), and [here](https://codgis.itos.uga.edu/arcgis/rest/services/V2_00).)  Vetting, configuration, and geoservices provision by Information Technology Outreach Services (ITOS) with funding from USAID.

This COD-AB is suitable for database or GIS linkage to the Saint Lucia [COD-PS](https://data.humdata.org/dataset/cod-ps-lca).

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.)
Please see the [COD Portal](https://cod.unocha.org/).
Administrative level 1 contains 10 feature(s).
Administrative level 2 contains 547 feature(s)."""
LCA,AB,cod-standard,cod-ab-lca,resource,lca_adm_gazetteer.xlsx,St. Lucia administrative level 0 (country) and 1 (quarter) gazetteer
LCA,AB,cod-standard,cod-ab-lca,resource,lca_admbnda_gov_2019_SHP.zip,"St. Lucia administrative level 0 (country), 1 (quarter), and 2 boundary polygon and line shapefiles"
LCA,AB,cod-standard,cod-ab-lca,resource,lca_adm_gov_2019_EMF.zip,"St. Lucia administrative level 0 (country), 1 (quarter), and 2 boundary polygon EMF files"
LCA,AB,cod-standard,cod-ab-lca,resource,lca_adm_gov_2019.gdb.zip,"St. Lucia administrative level 0 (country), 1 (quarter), and 2 boundary polygon geodatabase"
JAM,AB,cod-standard,cod-ab-jam,dataset,Jamaica - Subnational Administrative Boundaries,"Jamaica administrative level 0-2 boundaries (COD-AB) dataset.

Gratefully derived from the geoBoundaries [Jamaica - Subnational Administrative Boundaries](https://data.humdata.org/dataset/geoboundaries-admin-boundaries-for-jamaica) dataset.  Please consult that dataset for source metadata.

(That dataset contains almost identical ""ADM2"" and ""ADM3"" layers.  The geoBoundaries ""ADM3"" layer forms the ADM2 layer in this COD dataset.)

This COD-AB was most recently reviewed for accuracy and necessary changes 0 month(s) ago.  The determination was that:   The COD-AB does not require any update.

This COD-AB is suitable for database or GIS linkage to the Jamaica [COD-PS](https://data.humdata.org/dataset/cod-ps-jam) administrative level 0-1 tables using the ADM0 and ADM1_PCODE fields.

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.)
Please see the [COD Portal](https://cod.unocha.org/).

Administrative level 1 contains 14 features.

Administrative level 2 contains 829 features."
JAM,AB,cod-standard,cod-ab-jam,resource,jam_admgz_geoboundaries_2004.xls,Jamaica administrative level  0-2 administrative gazetteer
JAM,AB,cod-standard,cod-ab-jam,resource,jam_admbnda_adm0_geoboundaries_2024_v01.zip,Jamaica administrative level 0 boundary shapefile
JAM,AB,cod-standard,cod-ab-jam,resource,jam_admbnda_adm1_geoboundaries_2024_v01.zip,Jamaica administrative level 1 boundary shapefile
JAM,AB,cod-standard,cod-ab-jam,resource,jam_admbnda_adm2_geoboundaries_2024_v04.zip,Jamaica administrative level 2 boundary shapefile
JAM,AB,cod-standard,cod-ab-jam,resource,jam_admbndl_ALL_geoboundaries_2024_v01.zip,Jamaica administrative level 0-2 lines shapefile
MSR,AB,cod-standard,cod-ab-msr,dataset,Montserrat - Subnational Administrative Boundaries,"Montserrat administrative level 0 (territory) and 1 (parish) boundaries

These boundaries are suitable for database or GIS linkage to the [Montserrat administrative level 0-1 SADD 2011 population statistics](Montserrat administrative level 0-1 SADD 2011 population statistics) tables."
MSR,AB,cod-standard,cod-ab-msr,resource,msr_adm_gz.xlsx,Montserrat administrative level 0 (territory) and 1 (parish) gazetteer
MSR,AB,cod-standard,cod-ab-msr,resource,msr_adm_gadm_SHP.zip,Montserrat administrative level 0 (territory) and 1 (parish) shapefiles
MSR,AB,cod-standard,cod-ab-msr,resource,msr_adm_gadm_EMF.zip,Montserrat administrative level 0 (territory) and 1 (parish) EMF files
MSR,AB,cod-standard,cod-ab-msr,resource,msr_adm_gadm.gdb.zip,Montserrat administrative level 0 (territory) and 1 (parish) geodatabase
TCA,AB,cod-standard,cod-ab-tca,dataset,Turks and Caicos Islands - Subnational Administrative Boundaries,Turks and Caicos Islands administrative level 0 (nation) and 1 (district) boundaries
TCA,AB,cod-standard,cod-ab-tca,resource,tca_admbnda_gadm_SHP.zip,Turks and Caicos Islands administrative level 0-1 boundary shapefiles
TCA,AB,cod-standard,cod-ab-tca,resource,tca_admbnda_gadm_EMF.zip,Turks and Caicos Islands administrative level 0-1 boundary EMF files
TCA,AB,cod-standard,cod-ab-tca,resource,tca_gazetteer.xlsx,Turks and Caicos Islands administrative level 0-2 gazetteer
VGB,AB,cod-standard,cod-ab-vgb,dataset,British Virgin Islands - Subnational Administrative Boundaries,"British Virgin Islands administrative level 0 (nation) and 1 (district) boundaries

These boundaries are suitable for database or GIS linkage to the [British Virgin Islands administrative level 0-1 population statistics](https://data.humdata.org/dataset/cod-ps-vgb) tables."
VGB,AB,cod-standard,cod-ab-vgb,resource,vgb_adm_2020_SHP.zip,British Virgin Islands administrative level 0 (territory) and 1 (district) boundary shapefiles
VGB,AB,cod-standard,cod-ab-vgb,resource,vgb_adm_2020_EMF.zip,British Virgin Islands administrative level 0 (territory) and 1 (district) boundary EMF files
VGB,AB,cod-standard,cod-ab-vgb,resource,vgb_adm_2020.gdb.zip,British Virgin Islands administrative level 0 (territory) and 1 (district) boundary geodatabase
VGB,AB,cod-standard,cod-ab-vgb,resource,vgb_admgz_2020.xlsx,British Virgin Islands administrative level 0 (territory) and 1 (district) boundary gazetteer
BES,AB,cod-standard,cod-ab-bes,dataset,"Bonaire, Sint Eustatius and Saba - Subnational Administrative Boundaries","Caribbean Netherlands (Bonaire, Sint Eustatius, and Saba) administrative level 0 (country) and 1 (island region, eilandgebieden) boundaries."
BES,AB,cod-standard,cod-ab-bes,resource,BES_adm0.zip,Caribbean Netherlands administrative level 0 (country) boundaries.
BES,AB,cod-standard,cod-ab-bes,resource,bes_adm1.zip,"Caribbean Netherlands administrative level 1 (island region, eilandgebieden) boundaries."
BES,AB,cod-standard,cod-ab-bes,resource,bes_adm_EMF.zip,Caribbean Netherlands administrative level 0-1 boundary EMF files
VIR,AB,cod-standard,cod-ab-vir,dataset,United States Virgin Islands - Subnational Administrative Boundaries,"United States Virgin Islands administrative level 0 (nation), 1 (district), and 2 (sub-district) boundaries

These boundaries are suitable for database or GIS linkage to the [United States Virgin Islands administrative level 0-2 disaggregated population statistics](https://data.humdata.org/dataset/cod-ps-vir) tables.

Version history:


4 November 2019
P-codes added to conform to COD-PS.  Lines shapefile added,

9 September 2017
Initial upload"
VIR,AB,cod-standard,cod-ab-vir,resource,vir_adm_2020.xls,United States Virgin Islands administrative level 0-2 gazetteer
VIR,AB,cod-standard,cod-ab-vir,resource,vir_adm_2019_SHP.zip,United States Virgin Islands administrative level 0-2 boundary shapefiles
VIR,AB,cod-standard,cod-ab-vir,resource,vir_adm_2019_EMF.zip,United States Virgin Islands administrative level 0-2 boundary EMF files
VIR,AB,cod-standard,cod-ab-vir,resource,vir_adm_2019.gdb.zip,United States Virgin Islands administrative level 0-2 boundary geodatabase
MTQ,AB,cod-standard,cod-ab-mtq,dataset,Martinique - Subnational Administrative Boundaries,"Martinique administrative level 0 (territory),  level 1 (arrondissement), and level 2 (commune) boundaries

These boundaries are suitable for database or GIS linkage to the [Martinique administrative level 0-2 SADD population statistics](https://data.humdata.org/dataset/cod-ps-mtq) tables.

Version history:

2 September 2019
Lines shapefile added

9 September 2017
Initial upload"
MTQ,AB,cod-standard,cod-ab-mtq,resource,mtq_adm_gz_2016_ignf.xlsx,"Martinique administrative level 0 (territory), 1 (arrondissement), and 2 (commune) gazetteer"
MTQ,AB,cod-standard,cod-ab-mtq,resource,mtq_adm_2016_ignf_SHP.zip,"Martinique administrative level 0 (territory),  level 1 (arrondissement), and level 2 (commune) boundary shapefiles"
MTQ,AB,cod-standard,cod-ab-mtq,resource,mtq_adm_2016_ignf_EMF.zip,"Martinique administrative level 0 (territory),  level 1 (arrondissement), and level 2 (commune) boundary EMF files"
MTQ,AB,cod-standard,cod-ab-mtq,resource,mtq_adm_2016_ignf_GDB.gdb.zip,"Martinique administrative level 0 (territory),  level 1 (arrondissement), and level 2 (commune) boundary geodatabase"
BMU,AB,cod-standard,cod-ab-bmu,dataset,Bermuda - Subnational Administrative Boundaries,"Bermuda administrative level 0 (country), 1 (parish) and 2 (municipality) boundaries

These boundaries are suitable for database or GIS linkage to the [Bermuda administrative level 0-2 population statistics](https://data.humdata.org/dataset/cod-ps-bmu) tables.

See description of administrative level 2."
BMU,AB,cod-standard,cod-ab-bmu,resource,bmu_gazetteer.xlsx,"Bermuda administrative level 0 (country), 1 (parish), and 2 (municipality)* gazetteer"
BMU,AB,cod-standard,cod-ab-bmu,resource,bmu_adm_2019_SHP.zip,"Bermuda administrative level 0 (country), 1 (parish), and 2 (municipality)* boundary polygon and line shapefiles"
BMU,AB,cod-standard,cod-ab-bmu,resource,bmu_adm_2019_EMF.zip,"Bermuda administrative level 0 (country), 1 (parish), and 2 (municipality)* boundary EMF files"
VCT,AB,cod-standard,cod-ab-vct,dataset,Saint Vincent and The Grenadines - Subnational Administrative Boundaries,"""Saint Vincent and The Grenadines administrative level 0-2 boundaries (COD-AB) dataset.

NOTE:  COD-PS extends to ADM2.  COD-AB exends only to ADM1.

This COD-AB was most recently reviewed for accuracy and necessary changes 8 month(s) ago.  The determination was that:   The COD-AB does not require any update.

Sourced from www.gadm.org.

Live geoservices are available for this COD-AB.  Please see [COD_External](https://codgis.itos.uga.edu/arcgis/rest/services/COD_External).  (For any earlier versions please see [here](https://codgis.itos.uga.edu/arcgis/rest/services/V00_0), [here](https://codgis.itos.uga.edu/arcgis/rest/services/V1_00), and [here](https://codgis.itos.uga.edu/arcgis/rest/services/V2_00).)  Vetting, configuration, and geoservices provision by Information Technology Outreach Services (ITOS) with funding from USAID.

This COD-AB is suitable for database or GIS linkage to the Saint Vincent and The Grenadines [COD-PS](https://data.humdata.org/dataset/cod-ps-vct).

As this is an island country, no edge-matched (COD-EM) version of this COD-AB is required.)
Please see the [COD Portal](https://cod.unocha.org/).
Administrative level 1 contains 6 feature(s).
Administrative level 2 contains 13 feature(s)."""
VCT,AB,cod-standard,cod-ab-vct,resource,vct_admbnda_2021_shp.zip,Saint Vincent and the Grenadines administrative level 0-1 boundary shapefiles
VCT,AB,cod-standard,cod-ab-vct,resource,vct_admbnda_2021_EMF.zip,Saint Vincent and the Grenadines administrative level 0-1 boundary EMF files
VCT,AB,cod-standard,cod-ab-vct,resource,vct_admbnda_2021.gdb.zip,Saint Vincent and the Grenadines administrative level 0-1 boundary geodatabase
VCT,AB,cod-standard,cod-ab-vct,resource,vct_admgz_2021.xlsx,Saint Vincent and the Grenadines administrative level 0-2 gazetteer
EGY,PS,cod-standard,cod-ps-egy,dataset,Egypt - Subnational Population Statistics,"Egypt administrative level 1 (governorate) 2016 population statistics.

REFERENCE YEAR:  2016"
EGY,PS,cod-standard,cod-ps-egy,resource,EGY_AdminBoundaries_TabularData.xlsx,Egypt administrative level 0-3 gazetteer
EGY,PS,cod-standard,cod-ps-egy,resource,egypt_population_estimate_compas_2012_v1.1_0_fis_v2.xlsx,Egypt administrative level 1 (governorate) population statistics.
EGY,PS,cod-standard,cod-ps-egy,resource,egypt_population_estimate_compas_2012_v1.1_0_fis_v2.csv,Egypt administrative level 1 (governorate) population statistics - suitable for joining to the egy_admbnda_adm1_capmas_itos_20170421 shapefile
GUY,AB,cod-standard,cod-ab-guy,dataset,Guyana - Subnational Administrative Boundaries,"Guyana administrative level 0 (country), 1 (region), and 2 boundary polygons.

These shapefiles (administrative levels 0 and 1) are suitable for database or GIS joins to the [Guyana - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-guy)."
GUY,AB,cod-standard,cod-ab-guy,resource,guy_admgz_2021.xlsx,Guyana administrative level 0-2 gazetteer
GUY,AB,cod-standard,cod-ab-guy,resource,guy_admbnd_2021_SHP.zip,Guyana administrative level 0-2 shapefiles
GUY,AB,cod-standard,cod-ab-guy,resource,guy_admbnd_2021_EMF.zip,Guyana administrative level 0-2 gazetteer
GUY,AB,cod-standard,cod-ab-guy,resource,guy_admbnda_2021.gdb.zip,Guyana administrative level 0-2 geodatabase
SUR,AB,cod-standard,cod-ab-sur,dataset,Suriname - Subnational Administrative Boundaries,"Suriname administrative level 0 (country), 1 (district),  and 2 (resort) boundaries

These boundaries are suitable for database or GIS linkage to the [Suriname administrative level 0-2 sex and age disaggregated population statistics](https://data.humdata.org/dataset/cod-ps-sur) tables."
SUR,AB,cod-standard,cod-ab-sur,resource,sur_gz_adm_2017.xls,"Suriname administrative level 0 (country), 1 (district) and 2 (resort) gazetteer"
SUR,AB,cod-standard,cod-ab-sur,resource,sur_adm_2017_SHP.zip,"Suriname administrative level 0 (country), 1 (district) and 2 (resort) boundary shapefiles"
SUR,AB,cod-standard,cod-ab-sur,resource,sur_adm_2017_EMF.zip,"Suriname administrative level 0 (country), 1 (district) and 2 (resort) boundary EMF files"
SUR,AB,cod-standard,cod-ab-sur,resource,sur_adm_2017.gdb.zip,"Suriname administrative level 0 (country), 1 (district) and 2 (resort) boundary geodatabase"
